"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.8703,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.42692,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.9748,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.72153,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.74626,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.76677,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.58289,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.36362,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.16801,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.05313,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.06528,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.28896,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.71881,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.16468,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.54,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.83878,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.11617,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.40257,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.58915,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.66606,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.68045,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.66037,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.61407,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.57829,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.52065,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.37165,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.31056,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.40821,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.57337,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.65689,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.65215,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.61636,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.50391,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.36292,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.26385,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.14228,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.0758,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.13025,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.14411,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.00241,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.71147,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.45599,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.25269,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.16525,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.13597,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.19223,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.28017,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.30489,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.24268,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.20031,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.17399,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.12082,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.98434,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.81544,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.72986,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.76139,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.82435,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.96492,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.08542,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.18851,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.30269,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.43136,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.65289,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.9445,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.19215,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.36018,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.42774,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.49703,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.591,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.72004,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.86251,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.0697,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.2527,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.351,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.3538,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.2785,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1635,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.0523,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.99763,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.008,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1453,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.6755,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.864,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9119,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8402,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.7649,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.6723,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.6367,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.6771,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.8331,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.0335,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.1444,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.1021,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.9557,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.8322,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.7881,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7641,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7233,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6586,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7118,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.8285,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.9105,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.9171,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8931,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.8749,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.8564,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.9338,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.0522,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.1563,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.2241,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.2678,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.2924,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3248,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.3631,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4073,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.4749,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.5284,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.51,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.4497,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.3906,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.3366,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.2976,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2321,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0629,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.8541,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.6964,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.5651,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4519,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.4349,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.4702,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5251,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.5499,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.555,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.5522,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.5229,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.433,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.3801,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.372,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.4386,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.4744,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.3937,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.981,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.08453,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.09462,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.91062,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.30573,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.69122,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.86208,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.85628,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.69431,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.60599,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.80119,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.03864,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.40353,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.87913,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.3195,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.8289,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.2163,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.2815,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.1432,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.9151,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.5326,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.0936,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.7202,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.29972,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.60617,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.60876,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.87885,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.44553,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.10373,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-07",95.86427,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-08",95.73975,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-09",95.64069,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-10",95.81023,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.18626,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2022-12",96.58402,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2023-01",96.96618,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1974-09",98.7732,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1974-10",98.83113,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1974-11",98.97078,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.29766,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.91341,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-02",100.589,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-03",101.0447,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-04",101.0592,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-05",100.7969,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-06",100.4584,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-07",100.2061,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-08",100.0552,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-09",100.0134,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-10",100.1206,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-11",100.3778,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1975-12",100.7527,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-01",101.0339,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-02",101.0166,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.8927,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.8206,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.7132,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.6455,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.6262,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.6655,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.6823,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.5768,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.3262,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.2016,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.1229,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.0073,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-03",99.96002,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.054,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.1531,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.154,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.1113,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.2367,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3813,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.5826,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.9198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1977-12",101.3121,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.6303,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.7516,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.5781,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-04",101.2513,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.8772,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.4059,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-07",99.89282,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-08",99.52269,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-09",99.67426,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.0585,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.3512,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.5923,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-01",100.7818,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-02",100.8621,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-03",100.7528,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-04",100.4942,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.90891,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.30827,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.06967,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.22911,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.49588,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.65306,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.73881,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.77712,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-01",99.80418,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-02",99.82991,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-03",99.81106,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-04",99.73737,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-05",99.76248,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-06",99.82957,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-07",99.87031,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-08",100.0737,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-09",100.3973,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-10",100.7002,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-11",100.8667,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1980-12",101.0642,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-01",101.24,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-02",101.2605,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-03",101.0708,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-04",100.6744,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-05",100.2113,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-06",99.79379,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-07",99.40967,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-08",99.22806,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-09",99.31129,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-10",99.46056,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-11",99.4687,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1981-12",99.3069,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-01",99.11658,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-02",99.03521,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-03",99.05057,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-04",99.08215,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-05",98.96581,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-06",98.64619,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-07",98.18105,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.94891,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-09",97.77011,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-10",97.58701,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-11",97.53075,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1982-12",97.88039,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-01",98.44707,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-02",99.00852,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-03",99.41425,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-04",99.58421,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-05",99.55103,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-06",99.51402,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-07",99.64845,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-08",99.91847,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-09",100.2787,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-10",100.7403,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-11",101.3465,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1983-12",101.9354,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-01",102.3173,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-02",102.3581,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-03",102.2695,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-04",102.1199,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-05",101.9234,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-06",101.789,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-07",101.7813,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-08",101.8309,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-09",101.854,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-10",101.8149,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-11",101.7029,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1984-12",101.5711,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-01",101.4249,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-02",101.1296,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.6684,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.1021,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.80583,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.80387,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.0654,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3948,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5058,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.3645,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.078,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.1481,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-01",100.3011,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-02",100.3145,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-03",100.0875,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-04",99.62784,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-05",99.16672,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-06",98.61039,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-07",98.00135,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-08",97.73861,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-09",97.84277,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-10",98.21867,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-11",98.43934,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1986-12",98.60201,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-01",98.65953,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-02",98.59361,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-03",98.58138,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-04",98.72529,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-05",98.95328,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-06",99.21094,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-07",99.45753,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-08",99.52027,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-09",99.5198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-10",99.47141,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-11",99.17352,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1987-12",99.26413,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-01",99.61459,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-02",99.91105,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.2,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.3679,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.412,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.4967,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.6853,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-08",100.8551,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.9574,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-10",100.8472,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.629,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1988-12",100.4313,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1989-01",100.0642,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1989-02",99.44169,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","1989-03",98.83627,
